Title,Year,Mileage/Km,Price,Brand
BMW X1 sDrive18i M-Sport,2018,86000,103800,BMW
Volvo XC90 T5 Momentum,2016,88000,114800,Volvo
Toyota Vios 1.5A E,2018,84000,67800,Toyota
Audi A6 1.8A TFSI Ultra S-tronic,2015,83288,54888,Audi
Mazda 3 Mild Hybrid 1.5A Classic,2021,38400,104800,Mazda
BMW X1 sDrive18i xLine,2021,28000,155800,BMW
Renault Scenic Diesel 1.5A dCi Sunroof,2019,72491,90800,Renault
Toyota Camry 2.0A (COE till 06/2028),2008,128020,52800,Toyota
Kia Sonet 1.5A SX Sunroof,2022,10637,130800,Kia
Mazda 5 2.0A SP Sunroof,2015,98000,37388,Mazda
Mercedes-Benz C-Class C180 Avantgarde,2015,85000,58800,Mercedes-Benz
Mercedes-Benz C-Class C200 Mild Hybrid Avantgarde,2022,12525,240800,Mercedes-Benz
BMW X7 xDrive40i,2021,41523,399800,BMW
Kia Cerato K3 1.6A,2017,98000,55800,Kia
Subaru Forester 2.0i-S EyeSight Sunroof,2019,76900,112988,Subaru
Mercedes-Benz GLA-Class GLA180 Urban Edition,2017,71000,88800,Mercedes-Benz
Bentley Continental GT 4.0A V8 S,2016,71000,309800,Bentley
Mitsubishi Eclipse Cross 1.5A,2018,58000,90800,Mitsubishi
Honda Vezel 1.5A X,2017,62666,67800,Honda
Volkswagen Golf Cabriolet 1.4A TSI (COE till 01/2032),2012,90000,87800,Volkswagen
Kia Stonic 1.0T SX Sunroof,2019,49994,81800,Kia
Renault Kadjar Diesel 1.5A dCi,2016,121900,39888,Renault
Toyota Vios 1.5A E (COE till 06/2028),2008,141000,46800,Toyota
Mercedes-Benz C-Class C160 Avantgarde,2020,37500,156388,Mercedes-Benz
Hyundai Avante 1.6A S (COE till 03/2029),2009,142000,52800,Hyundai
Toyota Corolla Altis 1.6A (COE till 07/2028),2008,132619,51800,Toyota
Porsche 718 Boxster 2.0A PDK,2022,12102,405800,Porsche
Mercedes-Benz E-Class E53 Mild Hybrid AMG 4MATIC+,2022,9680,440800,Mercedes-Benz
Kia Sorento Diesel 2.2A CRDi,2016,110000,65800,Kia
Mercedes-Benz E-Class E250 CGI Coupe (COE till 11/2029),2010,134318,80800,Mercedes-Benz
Subaru Forester 2.0i-L Sunroof,2016,88000,47800,Subaru
Mercedes-Benz GLA-Class GLA200 AMG Line,2023,32,222800,Mercedes-Benz
BMW X1 sDrive18i,2018,99000,104888,BMW
Toyota Estima 2.4A X (COE till 08/2028),2008,139869,67800,Toyota
Hyundai Avante 1.6A (COE till 05/2029),2009,128874,53800,Hyundai
Toyota Altis 1.6A (COE till 02/2029),2009,140557,54800,Toyota
Toyota Corolla Axio 1.5A,2021,23500,105300,Toyota
BMW X1 sDrive18i,2019,92523,120300,BMW
Toyota Vios 1.5A G (COE till 03/2029),2009,138842,54800,Toyota
Honda Fit 1.3A G (COE till 07/2028),2008,170000,48800,Honda
Toyota Vios 1.5A E (COE till 03/2029),2009,133843,55800,Toyota
Volkswagen Touran 1.4A TSI Comfortline Sunroof,2018,68749,92800,Volkswagen
BMW X3 xDrive28i M-Sport Sunroof,2017,129921,102300,BMW
Suzuki Vitara 1.6A GLX,2018,76000,72800,Suzuki
Mazda CX-8 2.5A Luxury 7-Seater,2022,14800,209900,Mazda
Mazda CX-3 2.0A Standard,2020,55718,100800,Mazda
BMW 3 Series 320i Efficient Dynamics,2015,84000,37800,BMW
Mercedes-Benz E-Class E200 Mild Hybrid Avantgarde,2021,67000,212800,Mercedes-Benz
Mercedes-Benz C-Class C180 Avantgarde,2018,63800,105800,Mercedes-Benz
Mercedes-Benz C-Class C200,2017,66000,106800,Mercedes-Benz
Volkswagen Golf 1.2A TSI,2015,139206,28800,Volkswagen
Mercedes-Benz E-Class E200 Avantgarde,2017,87000,112800,Mercedes-Benz
Toyota Corolla Altis 1.6A Elegance (COE till 01/2030),2010,152123,63800,Toyota
Mercedes-Benz C-Class C180K (COE till 11/2031),2012,168000,92500,Mercedes-Benz
Hyundai Sonata VIII 2.0A GLS,2016,117386,54800,Hyundai
Volvo S60 T4 Momentum,2020,58000,133000,Volvo
Toyota Alphard 2.5A S C-Package Moonroof,2021,43000,278888,Toyota
Mercedes-Benz CLA-Class CLA180 Shooting Brake Urban,2017,89000,87888,Mercedes-Benz
Toyota Dyna 150 3.0M,2018,57000,73800,Toyota
Kia Cerato K3 1.6A SX Sunroof (OPC),2018,90282,60800,Kia
BMW 5 Series 530i Luxury,2020,46262,192800,BMW
MINI Cooper S 1.6A (COE till 09/2028),2008,166066,53800,MINI
Mercedes-Benz E-Class E200 Exclusive,2020,27000,209800,Mercedes-Benz
Toyota Alphard 2.5A S C-Package Moonroof,2020,50000,235800,Toyota
Toyota Sienta Hybrid 1.5A X,2021,46352,120900,Toyota
Subaru XV 2.0i-S EyeSight,2021,63000,121800,Subaru
Mazda 3 1.5A Deluxe Sunroof,2017,78000,59588,Mazda
Lexus RX Turbo RX200t Luxury Sunroof,2016,150000,98800,Lexus
Volkswagen T-Cross 1.0A TSI R-Line,2023,7200,155800,Volkswagen
BMW M3 Coupe Competition Package (COE till 11/2031),2013,86000,199800,BMW
Toyota Harrier 2.0A Premium Panoramic Roof,2017,113066,72800,Toyota
BMW 5 Series 523i XL (COE till 05/2028),2008,140000,55800,BMW
Honda Vezel 1.5A X,2015,117000,26800,Honda
Kia Niro Hybrid 1.6A GDi DCT Sunroof,2017,117000,62800,Kia
Kia Cerato K3 1.6A,2017,102000,52800,Kia
Honda Vezel 1.5A X,2015,88000,30800,Honda
Suzuki Swift 1.0A Turbo GLX,2019,74000,71800,Suzuki
Nissan NV200 1.6A,2021,25000,71800,Nissan
Toyota Alphard 2.5A X 8-Seater Moonroof,2019,88000,191966,Toyota
Skoda Superb 2.0A TSI Ambition,2019,101000,103966,Skoda
Mercedes-Benz C-Class C180 Avantgarde,2015,110000,52966,Mercedes-Benz
BMW 3 Series 316i,2015,132000,37966,BMW
Toyota Corolla Altis 1.6A Elegance,2021,47000,125800,Toyota
Opel Grandland X 1.2A Turbo Innovation Premium,2020,41000,110500,Opel
BMW 5 Series 528i,2015,143800,60500,BMW
Nissan Qashqai 1.2A DIG-T,2017,57991,89800,Nissan
BMW 1 Series 116i Sportline,2022,17395,153800,BMW
Opel Crossland 1.2A X Turbo Innovation,2019,60192,75500,Opel
Hyundai Elantra 1.6A GLS S,2018,89488,72800,Hyundai
Volvo XC40 T4 R-Design,2019,106249,131500,Volvo
Porsche Macan S 3.0A PDK Panoramic Roof,2019,55000,262800,Porsche
Mitsubishi Space Star 1.2A,2017,99999,45900,Mitsubishi
Toyota Alphard 2.5A G Moonroof,2016,96000,93800,Toyota
Audi A3 Sedan 1.0A TFSI S-tronic,2019,90252,95500,Audi
Volkswagen Golf 1.2A TSI,2014,125000,19000,Volkswagen
Audi Q2 1.4A TFSI CoD S-tronic (OPC),2018,78386,91500,Audi
Toyota Camry 2.0A (COE till 11/2028),2008,154682,61555,Toyota
Honda N-Van Turbo Style Fun Honda Sensing,2023,9800,85888,Honda
Lamborghini Urus,2019,44450,805000,Lamborghini
Honda Jazz 1.5A,2015,77000,29800,Honda
BMW 5 Series 530i Luxury,2017,88000,121800,BMW
Volvo XC90 T5 Momentum,2016,119000,90000,Volvo
Mazda 5 2.0A Sunroof,2015,110000,41900,Mazda
Audi Q5 2.0A TFSI Quattro,2016,92921,73800,Audi
Audi Q2 1.0A TFSI S-tronic,2018,77300,87500,Audi
Mercedes-Benz E-Class E200 Exclusive,2016,108888,98000,Mercedes-Benz
Ferrari F430 F1 (COE till 03/2028),2008,57888,275888,Ferrari
Kia Cerato 1.6A SX Sunroof,2019,64000,88800,Kia
Mercedes-Benz C-Class C180 Avantgarde,2021,52000,166966,Mercedes-Benz
Volkswagen Golf GTI 5DR (COE till 10/2033),2013,143000,190000,Volkswagen
MINI Cooper S Cabriolet 2.0A,2021,30000,180888,MINI
Toyota Wish 2.0A (COE till 08/2025),2010,215000,22000,Toyota
Toyota Voxy Hybrid 1.8A V,2018,70000,121800,Toyota
Toyota Corolla Altis 1.6A Elegance,2015,108000,40966,Toyota
Citroen Berlingo 1.5A BlueHDi,2020,71500,63567,Citroen
SEAT Leon CUPRA 2.0A TSI DSG,2017,90000,105800,SEAT
McLaren 600LT,2019,28001,758000,McLaren
Kia Stonic 1.0T SX Sunroof,2019,84148,78800,Kia
Nissan NV350 Microbus 2.5M,2018,84555,78888,Nissan
Land Rover Defender 90 (COE till 06/2032),2013,110000,157800,Land Rover
Nissan NV350 2.5M,2016,38109,36900,Nissan
MINI Cooper 1.5A 5DR,2016,125700,60500,MINI
Bentley Bentayga 4.0A V8,2022,18000,1030800,Bentley
Toyota Prius Hybrid 1.8A (COE till 07/2030),2010,97081,85800,Toyota
Citroen C4 1.2A PureTech,2016,96000,41500,Citroen
Honda City 1.5A i-VTEC (COE till 05/2025),2010,170000,21800,Honda
Mitsubishi Evolution 10 GSR SST (COE till 12/2028),2008,175000,137777,Mitsubishi
Bentley Mulsanne 6.75A (COE till 08/2030),2011,34000,370800,Bentley
Volkswagen Touran 1.4A TSI Comfortline,2018,95000,91800,Volkswagen
Mercedes-Benz CLA-Class CLA45 AMG 4MATIC (New 10-yr COE),2014,140000,198888,Mercedes-Benz
Kia Cerato Forte Koup 1.6A SX Sunroof (COE till 12/2029),2010,120000,63880,Kia
Honda Fit 1.3A,2023,15,126688,Honda
Volkswagen Tiguan 1.4A TSI Comfortline EQP Panoramic Roof,2019,67000,111888,Volkswagen
BMW 2 Series 218i Active Tourer,2015,111000,45000,BMW
Mercedes-Benz CLA-Class CLA180 AMG Line Sunroof,2015,213000,34800,Mercedes-Benz
Nissan Skyline 2.5M (COE till 05/2028),1999,7000,340000,Nissan
Lamborghini Gallardo LP550-2 (COE till 10/2031),2012,83000,313966,Lamborghini
Maserati GranTurismo 4.2A (COE till 06/2032),2012,58000,179800,Maserati
Audi S5 Cabriolet 3.0A TFSI Quattro (COE till 01/2030),2010,121000,118888,Audi
Volkswagen Jetta GP 1.4A TSI,2016,137000,42800,Volkswagen
Mercedes-Benz C-Class C200 Mild Hybrid AMG Line Premium,2023,80,273988,Mercedes-Benz
Honda N-Van Turbo Style Fun Honda Sensing,2023,88,89988,Honda
BMW X3 sDrive20i,2020,28100,188800,BMW
Porsche 911 GT3 RS 3.8M (COE till 02/2031),2011,81888,650888,Porsche
BMW X5 xDrive40i M-Sport 7-Seater,2020,34000,302800,BMW
Mazda 2 1.5A,2016,94000,38900,Mazda
Ferrari 458 Italia Spider (COE till 01/2033),2013,32800,620000,Ferrari
Toyota Vellfire Hybrid 2.5A X,2021,16000,258800,Toyota
Mazda 6 Wagon 2.5A Luxury,2018,63500,100000,Mazda
Maserati Levante Diesel 3.0A,2018,55008,238889,Maserati
Porsche 718 Cayman GTS 2.5A PDK,2018,23900,346888,Porsche
Ferrari FF (COE till 01/2033),2013,60888,608888,Ferrari
Audi S5 Coupe 3.0A TFSI Quattro Sunroof,2019,53998,206000,Audi
Mazda 2 HB 1.5A R (COE till 10/2028),2008,121655,55800,Mazda
BMW M6 Cabriolet (New 10-yr COE),2013,133000,248800,BMW
Mercedes-Benz A-Class A200 AMG Line,2020,15890,170988,Mercedes-Benz
Opel Astra 1.0A Turbo,2016,78000,42800,Opel
Hyundai Elantra 1.6A (COE till 03/2027),2012,72000,39800,Hyundai
Mercedes-Benz GLC-Class GLC250 Coupe AMG Line 4MATIC,2019,84800,174888,Mercedes-Benz
Honda Shuttle 1.5A G Honda Sensing,2020,40120,95888,Honda
Lexus UX200 Executive,2019,89900,129800,Lexus
Volkswagen Golf 1.4A TSI,2017,97000,54800,Volkswagen
Mazda 3 1.6A (COE till 03/2026),2011,136000,34988,Mazda
Toyota C-HR Hybrid 1.8A S,2018,70000,80888,Toyota
Lexus NX Turbo NX200t Executive,2015,75000,65888,Lexus
Mercedes-Benz AMG GT S,2018,16800,438000,Mercedes-Benz
BMW 3 Series 316i (COE till 08/2033),2013,55000,123800,BMW
Mercedes-Benz C-Class C180K (COE till 12/2029),2009,120000,71658,Mercedes-Benz
Toyota Alphard 2.5A Elegance Moonroof,2020,67969,222800,Toyota
Bentley Bentayga 4.0A V8 Centenary Edition,2020,11898,645800,Bentley
Mercedes-Benz CLA-Class CLA180 AMG Line Premium Plus Sunroof,2020,60000,162800,Mercedes-Benz
Mercedes-Benz E-Class E300e Plug-in Hybrid Avantgarde,2022,12008,260800,Mercedes-Benz
Hyundai Avante 1.6A (COE till 04/2029),2009,153000,52988,Hyundai
Toyota Vios 1.5A E,2017,113000,53988,Toyota
Subaru Forester 2.0i-L Sunroof,2016,90000,53800,Subaru
Honda Civic 2.0M Si (COE till 10/2029),2009,161329,79800,Honda
Nissan X-Trail 2.0A 7-Seater Sunroof,2016,79688,51888,Nissan
Land Rover Range Rover Velar 2.0A Si4 R-Dynamic,2018,93000,165888,Land Rover
Honda Fit 1.3A G F-Package,2019,56000,79000,Honda
Toyota Estima 2.4A Aeras Premium Moonroof,2017,98075,94998,Toyota
Porsche Panamera 3.6A PDK Sunroof (COE till 09/2030),2011,112000,142800,Porsche
Toyota Wish 1.8A Elegance,2016,105479,54800,Toyota
Honda Edix 2.0A X (COE till 08/2028),2008,153000,62800,Honda
Mercedes-Benz C-Class C180 Avantgarde,2021,40000,171888,Mercedes-Benz
Audi A5 Sportback Mild Hybrid 2.0A TFSI S-tronic,2023,18230,210888,Audi
Honda Vezel 1.5A X,2018,78000,73800,Honda
Bentley Continental Flying Spur 6.0A (New 10-yr COE)),2005,73999,188888,Bentley
Mazda Axela Diesel 1.5A,2019,62000,79800,Mazda
Honda Crossroad 1.8A L (COE till 02/2030),2010,140000,85800,Honda
Toyota Harrier 2.4A G (COE till 09/2029),2009,130650,71888,Toyota
BMW M135i 5DR (New 10-yr COE),2013,89000,151888,BMW
Nissan Cefiro 2.3A (COE till 05/2026),2006,183000,25988,Nissan
BMW 5 Series 535i Sunroof (COE till 12/2030),2010,174000,106800,BMW
Toyota Corolla Altis 1.6A Elegance,2016,86000,55800,Toyota
Lexus LS600HL Hybrid (COE till 06/2031),2011,143000,95988,Lexus
Mercedes-Benz C-Class C180 CGI (COE till 09/2030),2010,147000,81800,Mercedes-Benz
Hyundai Elantra 1.6A GLS,2018,83568,60800,Hyundai
Toyota C-HR Hybrid 1.8A S,2017,87000,69800,Toyota
Mercedes-Benz CLA-Class CLA180 Urban,2017,84000,74800,Mercedes-Benz
Audi A5 Sportback 2.0A TFSI S-tronic Design,2019,50000,136888,Audi
Volvo V40 Diesel D2,2015,99471,25999,Volvo
Toyota Sienta 1.5A G,2017,60000,57800,Toyota
BMW 4 Series 420i Convertible M-Sport,2021,12700,229800,BMW
MINI Cooper S Paceman 1.6A,2014,125383,29888,MINI
Porsche 718 Cayman 2.0A PDK,2017,55000,226500,Porsche
BMW 3 Series 330i Touring M-Sport Pro,2023,9140,313800,BMW
Infiniti Q30 Diesel 1.5A T,2016,139000,52800,Infiniti
Nissan Note 1.2A,2018,78000,66000,Nissan
BMW X1 sDrive18i M-Sport,2018,108000,114500,BMW
Honda Fit 1.3A G (COE till 06/2028),2008,78000,53800,Honda
Mitsubishi Lancer EX 1.6A Sports,2016,122848,49800,Mitsubishi
BMW 2 Series 216i Gran Coupe Sport,2023,11000,167800,BMW
Toyota Alphard 2.5A S C-Package Moonroof,2018,91000,178888,Toyota
Mitsubishi Outlander 2.0A,2019,68000,96888,Mitsubishi
Volkswagen Passat 1.8A TSI Highline,2018,67000,89988,Volkswagen
Kia Carens 2.0A GDI,2016,74000,48555,Kia
Kia Cerato 1.6A EX,2019,67000,87800,Kia
BMW 2 Series 216i Active Tourer,2019,49538,109800,BMW
BMW 4 Series 420i Coupe M-Sport,2021,41748,193800,BMW
Subaru Forester 2.0A XT Sunroof,2017,68145,70800,Subaru
Toyota Wish 1.8A XE (COE till 06/2028),2008,140000,54800,Toyota
Mercedes-Benz CLA-Class CLA180 Urban,2019,50200,112800,Mercedes-Benz
Mazda 3 1.5A Sunroof,2016,140000,39800,Mazda
Mitsubishi Attrage 1.2A (OPC),2021,29012,80800,Mitsubishi
Subaru Forester 2.0A XT Sunroof,2017,78123,67800,Subaru
Kia Stonic 1.0T EX,2019,101900,71800,Kia
Lexus NX Turbo NX200t Luxury Sunroof,2017,145000,102800,Lexus
BMW X5 Mild Hybrid xDrive40i M-Sport 7-Seater,2022,45000,378888,BMW
Toyota Camry 2.0A,2015,84800,44900,Toyota
Volkswagen Golf Mild Hybrid 1.5A eTSI DSG R-Line,2023,10000,160788,Volkswagen
Lexus ES250 Sunroof,2015,140000,62800,Lexus
Toyota Raize 1.0A X,2021,25000,103800,Toyota
Mercedes-Benz C-Class C180 Avantgarde,2015,163000,55000,Mercedes-Benz
Nissan Sylphy 1.6A,2018,83000,74800,Nissan
Honda Civic 1.6A VTi,2016,76000,58800,Honda
BMW X5 xDrive35i 7-Seater,2016,48300,105000,BMW
Honda Civic 1.6A VTi,2017,112000,62800,Honda
Volkswagen Golf 1.4A TSI (New 5-yr COE),2014,133000,59888,Volkswagen
Kia Stinger 2.0A Sunroof,2019,65000,156800,Kia
Toyota Camry 2.5A,2016,154000,49888,Toyota
Honda Stream 1.8A RSZ (COE till 05/2029),2009,140500,70800,Honda
Audi S5 Cabriolet 3.0A TFSI Quattro (COE till 06/2030),2010,142200,107800,Audi
Volkswagen Touran Sport 1.4A TSI (COE till 04/2029),2009,158000,63800,Volkswagen
Honda Fit 1.3A G F-Package,2016,125000,37800,Honda
Toyota Vios 1.5A E,2020,55000,86800,Toyota
Toyota Wish 1.8A,2015,102000,40800,Toyota
Mercedes-Benz E-Class E200 CGI (COE till 02/2030),2010,167000,79800,Mercedes-Benz
Honda Shuttle 1.5A G,2018,105000,67800,Honda
Mercedes-Benz C-Class C200K (COE till 10/2028),2008,150500,62800,Mercedes-Benz
Volkswagen Sportsvan 1.4A Highline Sunroof,2018,70300,81800,Volkswagen
BMW 7 Series 740Li Sunroof (COE till 04/2030),2010,176000,105800,BMW
BMW 3 Series 316i (COE till 07/2032),2013,141000,118888,BMW
Honda CR-V 2.0A (COE till 09/2027),2007,141000,48800,Honda
Audi R8 Spyder 4.2A FSI Quattro R-tronic (COE till 06/2031),2012,44000,249800,Audi
Mercedes-Benz C-Class C180K (COE till 05/2028),2008,155000,57800,Mercedes-Benz
Toyota Corolla Axio 1.5A G,2017,83000,53800,Toyota
Nissan Sylphy 1.6A,2019,13000,79800,Nissan
Renault Grand Scenic Diesel 1.5A dCi Moonroof,2019,41230,99800,Renault
Honda HR-V 1.5A DX,2017,80100,62800,Honda
Toyota Harrier 2.0A Premium Panoramic Roof,2016,71301,68800,Toyota
Citroen Grand C4 Picasso 1.6A THP Panoramic Roof,2015,107500,34388,Citroen
Volkswagen Tiguan 2.0A R-Line 380 TSI Panoramic Roof,2017,83000,95800,Volkswagen
Volvo XC90 T6 R-Design Sunroof,2017,66000,169800,Volvo
Hyundai Tucson 1.6A GLS DCT Turbo,2019,85800,106700,Hyundai
Honda Freed Hybrid 1.5A G 7-Seater,2019,79000,102800,Honda
Suzuki Swift Hybrid 1.2A GLX,2021,17900,92800,Suzuki
Honda Shuttle Hybrid 1.5A,2019,80000,92888,Honda
Mazda 5 2.0A SP Sunroof,2015,87000,22800,Mazda
Toyota Voxy Hybrid 1.8A X,2020,26000,149800,Toyota
Jaguar XJ 2.0A TSS Premium Luxury SWB Sunroof,2015,92000,81800,Jaguar
Toyota Camry Hybrid 2.5A Ascent Sport,2020,34000,142800,Toyota
BMW 1 Series 116i Luxury,2021,32000,146800,BMW
Kia Stinger 3.3A Sunroof,2017,110000,123800,Kia
Opel Mokka 1.2A Turbo GS,2022,20000,134800,Opel
Audi A5 Coupe 2.0A TFSI Quattro (COE till 07/2030),2010,125000,90800,Audi
Honda Freed 1.5A G (COE till 04/2029),2009,142150,70800,Honda
Toyota Vios 1.5A E (COE till 12/2025),2010,160000,24800,Toyota
Toyota Vios 1.5A E (COE till 08/2025),2010,131500,22800,Toyota
Toyota C-HR Hybrid 1.8A G,2018,58000,84800,Toyota
Toyota Wish 1.8A X (COE till 11/2028),2008,142000,118300,Toyota
Kia Cerato 1.6A SX Sunroof,2018,55000,79800,Kia
Honda Civic 1.6A VTi,2016,96000,55800,Honda
BMW M Series M4 Coupe (COE till 02/2032),2014,112000,259800,BMW
Mitsubishi Lancer EX 1.6A,2016,25000,44800,Mitsubishi
Peugeot 308 1.2A PureTech Allure,2016,119800,34800,Peugeot
Hyundai i30 1.6A Sunroof (COE till 11/2028),2008,130000,59800,Hyundai
Mercedes-Benz CLA-Class CLA45 AMG 4MATIC (New 10-yr COE),2015,61000,219800,Mercedes-Benz
Nissan Cabstar 3.0M,2017,60347,46800,Nissan
Suzuki Swift Hybrid 1.2A GLX (OPC),2021,40800,75800,Suzuki
Mazda 6 2.0A Executive,2019,60000,92111,Mazda
BMW 2 Series 216d Gran Tourer Luxury,2015,118000,46800,BMW
Volkswagen Tiguan 2.0A TSI R-Line,2022,38000,210800,Volkswagen
Volkswagen Touran 1.4A TSI R-Line,2020,44200,138800,Volkswagen
Mercedes-Benz GLC-Class GLC300 Coupe 4MATIC,2020,58000,215800,Mercedes-Benz
Hyundai Avante 1.6A Elite Sunroof,2021,90000,108800,Hyundai
Volvo XC40 T5 R-Design,2019,71000,144800,Volvo
Volvo XC40 T4 Momentum,2018,56500,115800,Volvo
Lamborghini Huracan EVO RWD,2021,6200,998800,Lamborghini
Toyota Corolla Altis 1.6A (COE till 12/2028),2008,121300,57800,Toyota
Hyundai Accent 1.4A,2020,88000,80800,Hyundai
Volkswagen Touran 1.4A TSI Comfortline,2017,60000,76800,Volkswagen
BMW 5 Series 520i Luxury,2018,60000,127800,BMW
Nissan Kicks e-POWER Hybrid 1.2A Premium Plus,2020,31920,115800,Nissan
Mercedes-Benz GLE-Class GLE450 Mild Hybrid AMG Line 4MATIC,2020,69922,291800,Mercedes-Benz
Mercedes-Benz SLK-Class SLK200 (COE till 03/2032),2012,137500,118800,Mercedes-Benz
Honda Grace Hybrid 1.5A DX,2019,48100,94800,Honda
Lexus RX400h Hybrid Sunroof (COE till 06/2028),2008,150000,54800,Lexus
Lexus RX300 Executive,2020,84800,205800,Lexus
Citroen C4 1.2A PureTech,2017,115200,52800,Citroen
Volvo XC60 T5 2.0A,2017,146000,78800,Volvo
Citroen C4 Cactus 1.2A PureTech,2018,63000,65800,Citroen
Land Rover Range Rover Sport 3.0A Supercharged,2018,33000,242800,Land Rover
Mercedes-Benz E-Class E250 CGI (COE till 04/2030),2010,139000,91000,Mercedes-Benz
Honda Fit 1.3A GF,2020,49800,82500,Honda
Nissan Elgrand 2.5A Highway Star,2015,150000,53800,Nissan
BMW 3 Series 318i Shadow Edition,2017,116000,92800,BMW
Honda Shuttle 1.5A G Honda Sensing,2021,25120,106800,Honda
Honda Fit 1.3A,2021,28000,99800,Honda
Mazda 5 2.0A SP Sunroof,2015,98600,30800,Mazda
Skoda Kodiaq 2.0A TSI Laurin & Klement,2019,39500,135800,Skoda
Hyundai Sonata 2.0A GLS,2015,94500,34800,Hyundai
Honda Freed Hybrid 1.5A G Honda Sensing,2019,57000,98800,Honda
BMW X4 xDrive30i M-Sport,2019,33600,192800,BMW
Mazda 3 1.5A Deluxe Sunroof,2015,64000,31800,Mazda
Citroen Grand C4 Picasso 1.6A THP Sunroof,2015,100003,36500,Citroen
Honda HR-V 1.5A LX,2017,116000,64800,Honda
Honda Vezel Hybrid 1.5A X Honda Sensing,2016,95000,48800,Honda
Toyota Harrier Hybrid 2.5A Premium,2022,19000,223800,Toyota
BMW 2 Series 216i Gran Tourer,2017,87000,83800,BMW
SEAT Ateca 1.4A TSI Xcellence,2019,43000,116800,SEAT
Subaru Forester 2.0i-S EyeSight Sunroof,2020,62800,117800,Subaru
Audi Q5 2.0A TFSI Quattro S-tronic Sport,2018,132000,147800,Audi
BMW 2 Series 218i Active Tourer,2015,108000,39800,BMW
Nissan Almera 1.5M,2015,88600,29800,Nissan
BMW 3 Series 316i Sport (New 10-yr COE),2014,90000,124800,BMW
Mercedes-Benz C-Class C200 Coupe AMG Line Sunroof,2019,47000,162500,Mercedes-Benz
Honda Vezel 1.5A X,2016,79800,42800,Honda
Hyundai TL Tucson 2.0A GLS,2017,68800,64800,Hyundai
Mazda 3 1.5A Deluxe Sunroof,2015,95500,35800,Mazda
Nissan Note 1.2A,2019,62794,75800,Nissan
Toyota Alphard 2.5A X 8-Seater,2020,30500,226800,Toyota
Peugeot 3008 1.2A PureTech EAT8 Allure,2020,51690,129800,Peugeot
Volkswagen Beetle 1.2A TSI Sunroof,2016,93000,53000,Volkswagen
Toyota Vellfire 2.5A Z G-Edition Moonroof,2016,75500,126800,Toyota
Lexus UX200 Executive,2021,33907,169800,Lexus
Volvo S60 T2,2018,74500,86800,Volvo
Volvo V40 Cross Country T4 Sunroof,2017,88000,73000,Volvo
Toyota Yaris Cross Hybrid 1.5A Active,2022,11800,131800,Toyota
BMW 5 Series 520i,2016,121000,69800,BMW
Hyundai Elantra 1.6A GLS Elite,2017,90000,60888,Hyundai
Toyota Vellfire 2.5A Elegance 7-Seater Moonroof,2018,46096,185800,Toyota
Mercedes-Benz CLA-Class CLA200 Sunroof (New 10-yr COE),2014,129000,125800,Mercedes-Benz
Toyota Vellfire 2.5A Z G-Edition Moonroof,2015,148223,92800,Toyota
Toyota Corolla Altis 1.6A Standard,2018,96000,83800,Toyota
Volkswagen Golf 1.4A TSI,2015,78000,32800,Volkswagen
Toyota Harrier 2.0A Premium Panoramic Roof,2015,90000,41800,Toyota
Honda Grace Hybrid 1.5A DX,2018,82000,80800,Honda
Toyota Camry Hybrid 2.5A Ascent Sport,2020,34000,137800,Toyota
Audi A6 Plug-in Hybrid 2.0A 50 TFSI e Quattro S-Tronic Sport,2023,7160,265800,Audi
Hyundai i30 1.6A (COE till 02/2029),2009,146000,59800,Hyundai
Peugeot 208 1.2A PureTech Active,2017,106000,44800,Peugeot
Nissan X-Trail 2.0A Premium 7-Seater,2018,99400,88800,Nissan
Volvo V40 Cross Country T4 Sunroof,2017,103000,68800,Volvo
BMW X2 sDrive20i M-Sport,2020,54000,155000,BMW
Honda Shuttle 1.5A G,2018,69783,65800,Honda
Mercedes-Benz C-Class C200,2015,110000,60000,Mercedes-Benz
Audi TT Coupe 1.8A TFSI S-tronic,2018,67000,132800,Audi
Subaru Impreza WRX 2.5M STI-S (COE till 11/2027),2007,295000,83800,Subaru
Nissan Qashqai 1.2A DIG-T,2015,119000,35800,Nissan
Lexus ES250 Luxury Sunroof,2020,43757,178800,Lexus
Audi Q3 Sportback 1.4A TFSI S-tronic,2020,47000,165800,Audi
Honda Shuttle 1.5A G Honda Sensing,2019,55870,90800,Honda
Audi TTS Coupe 2.0A TFSI Quattro S-tronic (COE till 09/2029),2009,102000,105800,Audi
Mitsubishi Outlander 2.0A Sunroof,2018,153595,88800,Mitsubishi
BMW 7 Series 730Li Sunroof (COE till 12/2029),2009,78000,104800,BMW
Volkswagen Golf 1.4A TSI Sunroof,2015,105000,39800,Volkswagen
Mercedes-Benz GLA-Class GLA200 Urban Edition,2014,119578,43800,Mercedes-Benz
Infiniti Q50 2.0A T,2016,115000,57800,Infiniti
Lexus CT Hybrid CT200h Premium (COE till 05/2031),2011,142283,98800,Lexus
Subaru Forester 2.0i-L Sunroof,2016,81181,46800,Subaru
Subaru Forester 2.0A XT Sunroof,2015,135725,33800,Subaru
Mercedes-Benz C-Class C180 Coupe,2018,71000,128800,Mercedes-Benz
Toyota Hiace Commuter 2.8A GL,2023,19,150888,Toyota
Volkswagen Golf GTI 5DR Sunroof (COE till 11/2027),2007,157823,58800,Volkswagen
